test_index,y_true,y_pred,fraud_probability,outcome
60,0,0,3.556066623625184e-05,TN
61,0,0,0.00032216580727293233,TN
62,0,0,0.00015792668903745211,TN
63,0,0,0.00029992992507915894,TN
64,0,0,0.00013392420440417786,TN
65,0,0,0.000700665286958966,TN
66,0,0,1.3190109033236017e-05,TN
67,0,0,0.0005393621202117908,TN
68,0,0,0.005131477346552531,TN
69,0,0,0.0002903388930429718,TN
70,0,0,0.00016111400225011602,TN
71,0,0,0.00018411639027221508,TN
72,0,0,3.178529725834881e-05,TN
73,0,0,0.00012410755568640443,TN
74,0,0,0.00016841376434280301,TN
75,0,0,0.00025981495278512253,TN
76,0,0,0.0004921176405305184,TN
77,0,0,0.00038262997786673984,TN
78,0,0,0.0004933441688302629,TN
79,0,0,8.63610109449203e-05,TN
80,0,0,0.00016423603662622536,TN
81,0,0,0.0003084073984566279,TN
82,0,0,0.000379250945577898,TN
83,0,0,0.00038657658200986843,TN
84,0,0,8.110734300062826e-05,TN
85,0,0,0.00012034889770796116,TN
86,0,0,0.0002893107471690164,TN
87,0,0,4.025295021634821e-05,TN
88,0,0,0.00011482274723582089,TN
89,0,0,0.0005747422365745448,TN
90,0,0,0.0004638102321303165,TN
91,0,0,8.215354660041739e-05,TN
92,0,0,6.667609574574739e-05,TN
93,0,0,0.0002657872278052198,TN
94,0,0,0.00013530595667795572,TN
95,0,0,0.00024898645959827494,TN
96,0,0,7.485107299145897e-05,TN
97,0,0,1.2820750180658357e-05,TN
98,0,0,0.0002879649537082287,TN
99,0,0,8.067916747484441e-05,TN
100,0,0,4.856318772328536e-05,TN
101,0,0,0.0003317805639741569,TN
102,0,0,0.0002708613249373246,TN
103,0,0,0.0004743706216581172,TN
104,0,0,5.7714853543003424e-05,TN
105,0,0,0.00013989039591391338,TN
106,0,0,4.367718288731806e-05,TN
107,0,0,1.6977110668075873e-05,TN
108,0,0,2.6278876870277176e-05,TN
109,0,0,4.417774122927917e-05,TN
110,0,0,0.00015251336150594132,TN
111,0,0,5.9413664265876234e-05,TN
112,0,0,8.846041009790963e-05,TN
113,0,0,0.00013431309038327178,TN
114,0,0,8.093954288608528e-05,TN
115,0,0,0.00022216640861214142,TN
116,0,0,7.751398446432522e-05,TN
117,0,0,0.00011058246307469565,TN
118,0,0,7.306998684913926e-05,TN
119,0,0,0.00018847254807974917,TN
120,0,0,2.7454416634017978e-05,TN
121,0,0,6.08387285589082e-05,TN
122,0,0,5.6124569188193445e-05,TN
123,0,0,0.0024789206015597637,TN
124,0,0,0.00011791722977602735,TN
125,0,0,2.9635440496433502e-05,TN
126,0,0,0.0003091394612078618,TN
127,0,0,4.413817456496932e-05,TN
128,0,0,0.0003719430379652408,TN
129,0,0,6.387623769784445e-05,TN
130,0,0,2.0899656000731127e-05,TN
131,0,0,0.0004921103276150708,TN
132,0,0,0.00014598132155282882,TN
133,0,0,0.0002494809502824128,TN
134,0,0,0.00017966375410168823,TN
135,0,0,0.00017241532897243936,TN
136,0,0,0.00010054648517781517,TN
137,0,0,1.8143858852420473e-05,TN
138,0,0,0.00014685079408898981,TN
139,0,0,0.00013783090718775715,TN
140,0,0,0.00020837100580656907,TN
141,0,0,0.00015594613532787842,TN
142,0,0,4.888188540953379e-05,TN
143,0,0,6.966080369423313e-05,TN
144,0,0,9.910764134929256e-05,TN
145,0,0,3.551765992530454e-05,TN
146,0,0,0.0018096793639245277,TN
147,0,0,0.008372019152214409,TN
148,0,0,0.00033049019780008834,TN
149,0,0,9.995431453171773e-05,TN
150,0,0,5.6457277135135456e-05,TN
151,0,0,4.540230622216361e-05,TN
152,0,0,8.617361998624805e-05,TN
153,0,0,2.0159374014963458e-05,TN
154,0,0,0.00022846469754962855,TN
155,0,0,0.00017940257672265705,TN
156,0,0,0.00015391384614987251,TN
157,0,0,6.475411216421922e-05,TN
158,0,0,0.0003496080096320726,TN
159,0,0,3.5959155968020765e-05,TN
160,0,0,4.078743169844058e-05,TN
161,0,0,0.0058122732534296295,TN
162,0,0,0.0009826803832507626,TN
163,0,0,7.491434766002723e-05,TN
164,0,0,0.00011521337028860548,TN
165,0,0,0.0003043787745522138,TN
166,0,0,0.0003752686945475201,TN
167,0,0,0.0002765502695397999,TN
168,0,0,0.0003186582675202988,TN
169,0,0,0.0001904856718010783,TN
170,0,0,0.00037775120578086393,TN
171,0,0,0.00011099641321013033,TN
172,0,0,0.00022554954576286756,TN
173,0,0,0.0006308577049004376,TN
174,0,0,9.598019159857613e-05,TN
175,0,0,7.406201872103659e-05,TN
176,0,0,4.93211032071618e-05,TN
177,0,0,3.754586201629847e-05,TN
178,0,0,0.0007468616300793235,TN
179,0,0,8.237003126211254e-05,TN
180,0,0,0.006832791201340818,TN
181,0,0,0.00012068542376492123,TN
182,0,0,0.00012952145647881637,TN
183,0,0,0.0003313363817161971,TN
184,0,0,0.00015268735112303458,TN
185,0,0,0.00011843972762645535,TN
186,0,0,0.00026981957564651675,TN
187,0,0,6.920542944936971e-07,TN
188,0,0,1.236522348049126e-05,TN
189,0,0,0.0001111173967696098,TN
190,0,0,0.0005326953163669533,TN
191,0,0,8.183955140677552e-05,TN
192,0,0,0.0006983030016741786,TN
193,0,0,7.186992220662274e-05,TN
194,0,0,0.00021718472031018385,TN
195,0,0,9.537867569406584e-05,TN
196,0,0,0.0006886906267730327,TN
197,0,0,0.0003557893737559294,TN
198,0,0,0.018079019403322953,TN
199,0,0,0.0011234574459393514,TN
200,0,0,0.0007504326130762952,TN
201,0,0,0.0002283761832830363,TN
202,0,0,0.00020039372238549668,TN
203,0,0,9.233216286572681e-05,TN
204,0,0,1.0046987556990943e-05,TN
205,0,0,0.00011211901757572414,TN
206,0,0,0.00040064745890776526,TN
207,0,0,9.821160637912778e-05,TN
208,0,0,1.9541508361497522e-05,TN
209,0,0,5.364283993884379e-05,TN
210,0,0,0.00010567439440047146,TN
211,0,0,0.0010894875764288945,TN
212,0,0,3.8345915111425845e-05,TN
213,0,0,5.9388389381122785e-05,TN
214,0,0,4.321475011832728e-05,TN
215,0,0,0.0003565998915826198,TN
216,0,0,0.00014652514247394266,TN
217,0,0,0.00017565524231859914,TN
218,0,0,4.9012423736055085e-05,TN
219,0,0,0.00014111189998477537,TN
220,0,0,0.0009222893197016683,TN
221,0,0,0.0002632243369229734,TN
222,0,0,4.167604844992539e-05,TN
223,0,0,0.00011058513651902886,TN
224,0,0,7.825671072085366e-05,TN
225,0,0,0.00010543842697124314,TN
226,0,0,0.00039827823365905127,TN
227,0,0,0.000215473263246685,TN
228,0,0,0.000150224045905448,TN
229,0,0,0.00023586803977703033,TN
230,0,0,0.000493229472869,TN
231,0,0,0.00032226969379324494,TN
232,0,0,0.00028272605102222926,TN
233,0,0,0.0002107573669870844,TN
234,0,0,0.000253078626983905,TN
235,0,0,0.00010030386162345743,TN
236,0,0,0.00015126577398913503,TN
237,0,0,0.00010831765316928877,TN
238,0,0,0.0001854299449542519,TN
239,0,0,4.749761201553515e-05,TN
240,0,0,5.357181107551353e-05,TN
241,0,0,0.00013460647961201694,TN
242,0,0,5.722414634514577e-05,TN
243,0,0,0.0015374633269274846,TN
244,0,0,4.129884816239666e-05,TN
245,0,0,0.00036081966670929564,TN
246,0,0,4.511276910249253e-05,TN
247,0,0,0.00020998457505526965,TN
248,0,0,2.6728887542591378e-05,TN
249,0,0,0.00025506687798989067,TN
250,0,0,0.0006776045399865026,TN
251,0,0,0.0009078787500007326,TN
252,0,0,6.665614110078678e-06,TN
253,0,0,8.591206972992682e-05,TN
254,0,0,7.232949768299962e-05,TN
255,0,0,5.855723061953572e-05,TN
256,0,0,0.00022733763912953457,TN
257,0,0,0.0002729837708185221,TN
258,0,0,0.00014023393352220485,TN
259,0,0,0.0005954136788497655,TN
260,0,0,0.00040527788315154544,TN
261,0,0,0.00011860130607399141,TN
262,0,0,0.0009437912541486887,TN
263,0,0,0.0010480098364153518,TN
264,0,0,0.0001199583484031544,TN
265,0,0,7.94968626442968e-05,TN
266,0,0,0.0003191635089035057,TN
267,0,0,2.4255031818849134e-05,TN
268,0,0,0.00019659360021063942,TN
269,0,0,0.00020584989326483217,TN
270,0,0,0.0002128449677611382,TN
271,0,0,6.228779239581835e-06,TN
272,0,0,0.0002090611192599541,TN
273,0,0,0.0006058663924821807,TN
274,0,0,0.0005169799266013175,TN
275,0,0,0.00013578169802724293,TN
276,0,0,0.00015598999297958784,TN
277,0,0,0.000180096607278555,TN
278,0,0,0.00019063395171466454,TN
279,0,0,7.648642416374453e-05,TN
280,0,0,0.0005375720450721518,TN
281,0,0,0.00011912370943924038,TN
282,0,0,0.00019834353813838124,TN
283,0,0,8.92226099412713e-05,TN
284,0,0,0.0002366479365828286,TN
285,0,0,0.000499573440383817,TN
286,0,0,2.2988835522310807e-05,TN
287,0,0,5.909980610473238e-05,TN
288,0,0,0.0006634412717225101,TN
289,0,0,8.625534482033406e-05,TN
290,0,0,0.00035706494118518695,TN
291,0,0,0.00012597950194222232,TN
292,0,0,0.00013333181807085543,TN
293,0,0,0.0001218199975356279,TN
294,0,0,0.0001776881748199074,TN
295,0,0,5.8193208813364816e-05,TN
296,0,0,4.898354560107521e-05,TN
297,0,0,3.2770859489307103e-06,TN
298,0,0,0.0002427796036359887,TN
299,0,0,0.0004306992170634893,TN
300,0,0,0.00037276301494830683,TN
301,0,0,5.060708791021448e-05,TN
302,0,0,9.065913282734641e-05,TN
303,0,0,0.00011190522728091027,TN
304,0,0,0.00048327091710039703,TN
305,0,0,6.32500164433918e-05,TN
306,0,0,4.0163999282033004e-05,TN
307,0,0,0.00017182997926367427,TN
308,0,0,5.302129044995709e-05,TN
309,0,0,0.0005447617781650824,TN
310,0,0,2.3945464369343412e-05,TN
311,0,0,0.00045591814741271006,TN
312,0,0,4.970712089056583e-05,TN
313,0,0,0.00028997642324697073,TN
314,0,0,7.847597348367373e-05,TN
315,0,0,0.0007789887930939179,TN
316,0,0,0.0001966407737475158,TN
317,0,0,0.00024247585862931454,TN
318,0,0,0.0002015035122230186,TN
319,0,0,0.0009394241238316921,TN
320,0,0,0.0004160306942161854,TN
321,0,0,3.032393461315568e-06,TN
322,0,0,0.00010594185426057704,TN
323,0,0,9.024153485819442e-05,TN
324,0,0,0.00033491337757907033,TN
325,0,0,0.00010542564402543194,TN
326,0,0,0.00042167305616819066,TN
327,0,0,0.0002531706024818334,TN
328,0,0,7.08289044542893e-05,TN
329,0,0,2.715542010172274e-05,TN
330,0,0,0.00013754865571724792,TN
331,0,0,0.0005110496562551214,TN
332,0,0,0.00014016384658816568,TN
333,0,0,0.00023646011492739046,TN
334,0,0,0.0022377230283674994,TN
335,0,0,6.96734582997342e-05,TN
336,0,0,4.686161761479547e-05,TN
337,0,0,0.0005834384580764439,TN
338,0,0,0.0004975930113408043,TN
339,0,0,3.262744675216388e-05,TN
340,0,0,0.0005098186869699225,TN
341,0,0,0.0011720571211424175,TN
342,0,0,0.000390637242277838,TN
343,0,0,0.00024107638894037904,TN
344,0,0,0.0004461166445291104,TN
345,0,0,0.00011440113953399934,TN
346,1,1,0.9975874227142171,TP
347,0,0,7.827402482652602e-05,TN
348,0,0,5.7832211039263726e-05,TN
349,0,0,0.00014542199309111077,TN
350,0,0,1.2406045905009345e-05,TN
351,0,0,0.00020682416116029885,TN
352,0,0,3.567653353871773e-05,TN
353,0,0,2.005657831105757e-09,TN
354,0,0,0.0006690657989155215,TN
355,0,0,0.0025956750585822805,TN
356,0,0,0.0002125199388707541,TN
357,0,0,0.0002160029578133436,TN
358,0,0,2.8865155619153535e-05,TN
359,0,0,5.869015652887646e-05,TN
360,0,0,3.3870100390177805e-05,TN
361,0,0,6.004840465771079e-05,TN
362,0,0,0.00015492739417470526,TN
363,0,0,4.028262737397102e-05,TN
364,0,0,2.8655841090471545e-05,TN
365,0,0,0.0015639611896424753,TN
366,0,0,0.0002533719960370336,TN
367,0,0,0.00015684633436047646,TN
368,0,0,3.1416353680107064e-05,TN
369,0,0,0.0001265457637805896,TN
370,0,0,0.00014312055135775044,TN
371,0,0,1.720720248604043e-05,TN
372,0,0,0.0006418328684418021,TN
373,0,0,0.0007388641033222695,TN
374,0,0,2.3887396650237185e-05,TN
375,0,0,1.2688137976248168e-05,TN
376,0,0,7.845927923433841e-05,TN
377,0,0,0.00013353949412929476,TN
378,0,0,0.0004586603377618853,TN
379,0,0,7.596934750596559e-05,TN
380,0,0,5.4715121187776925e-06,TN
381,0,0,0.00022545018723407685,TN
382,0,0,0.004447019387197409,TN
383,0,0,0.0004363874410358352,TN
384,0,0,0.0015045560091197809,TN
385,0,0,0.00017693500831716597,TN
386,0,0,0.00014417242974231468,TN
387,0,0,0.0001057489567598332,TN
388,0,0,1.3504563256370817e-05,TN
389,0,0,0.00013959167202238967,TN
390,0,0,7.607552332391376e-05,TN
391,0,0,0.00022715626252774968,TN
392,0,0,2.5624880287967893e-05,TN
393,0,0,8.240429009657313e-05,TN
394,0,0,2.9941355216258717e-05,TN
395,0,0,0.0002662734015144219,TN
396,0,0,0.00010705426337203835,TN
397,0,0,5.506481485809371e-05,TN
398,0,0,0.00023920435296626995,TN
399,0,0,0.00011042371370094307,TN
400,0,0,0.0009545601210300178,TN
401,0,0,2.678002365629245e-05,TN
402,0,0,0.00016083415339000819,TN
403,0,0,8.843653318135708e-05,TN
404,0,0,4.595781788663451e-05,TN
405,0,0,0.0002746770927933111,TN
406,0,0,0.0003358859839360597,TN
407,0,0,0.00023286074809598088,TN
408,0,0,0.00010301257780120414,TN
409,0,0,0.00010348413084434603,TN
410,0,0,0.00013976562405479468,TN
411,0,0,0.0002539090273904864,TN
412,0,0,0.0002606079003406293,TN
413,0,0,7.927559526684916e-05,TN
414,0,0,0.0008382612297903475,TN
415,0,0,0.0002358964548568217,TN
416,0,0,0.00024815661263770817,TN
417,0,0,0.0005177279147293502,TN
418,0,0,0.00013640663855757321,TN
419,0,0,0.0001433214578011076,TN
420,0,0,0.00012355774375458556,TN
421,0,0,0.001147420929362966,TN
422,0,0,4.73651521955759e-05,TN
423,0,0,0.0007461869394411374,TN
424,0,0,0.00019832493094891208,TN
425,0,0,0.00031485298885052486,TN
426,0,0,1.3711500924971223e-05,TN
427,0,0,7.265573147732536e-06,TN
428,0,0,2.716304775692189e-05,TN
429,0,0,0.00018149113587081,TN
430,0,0,0.0002366511313291259,TN
431,0,0,0.00017428994311958544,TN
432,0,0,0.00013676612723623424,TN
433,0,0,0.0001033169634395587,TN
434,0,0,3.4599346905878174e-05,TN
435,0,0,0.0036935280244489695,TN
436,0,0,0.00031943917508790574,TN
437,0,0,8.81881391869637e-05,TN
438,0,0,0.0007460350316456488,TN
439,0,0,0.0004611806187348783,TN
440,0,0,0.00015943453006683433,TN
441,0,0,0.00012787610143668638,TN
442,0,0,0.00012748633793203826,TN
443,0,0,0.0002287960679156081,TN
444,0,0,2.9405830968064155e-05,TN
445,0,0,7.563240047675555e-05,TN
446,0,0,0.00018399359961845433,TN
447,0,0,0.0003986270012237163,TN
448,0,0,7.70443883336735e-05,TN
449,0,0,8.502525123403526e-05,TN
450,0,0,0.0001743818351584068,TN
451,0,0,3.693209001675216e-05,TN
452,0,0,0.00032602949772091015,TN
453,0,0,7.188537415098135e-05,TN
454,0,0,5.8253632887662985e-05,TN
455,0,0,0.0002863035802672598,TN
456,0,0,0.0005769118685670823,TN
457,0,0,0.0002552501823961586,TN
458,0,0,0.00019492374446502758,TN
459,0,0,7.421784140154619e-05,TN
460,0,0,0.00023462073599745824,TN
461,0,0,0.00020655390440640046,TN
462,0,0,0.0003236699384987537,TN
463,0,0,1.778717179347544e-05,TN
464,0,0,0.0002948337776694605,TN
465,0,0,0.00024394842115763184,TN
466,0,0,0.00017850996048585758,TN
467,0,0,1.0035898283762652e-05,TN
468,0,0,1.2738665415368921e-05,TN
469,0,0,7.617410731324058e-05,TN
470,0,0,0.00010056077976599308,TN
471,0,0,0.0006915944418178579,TN
472,0,0,7.025287575383783e-05,TN
473,0,0,3.826748936737842e-05,TN
474,0,0,0.0019221955563351442,TN
475,0,0,0.0003085055087629201,TN
476,0,0,0.0004069286529720003,TN
477,0,0,6.37250744137236e-05,TN
478,0,0,0.00013595322643670306,TN
479,0,0,8.450730150439698e-05,TN
480,0,0,0.0005302176944172718,TN
481,0,0,0.0002586983427939307,TN
482,0,0,0.0002411239256706122,TN
483,0,0,0.0003195440395253218,TN
484,0,0,9.109585384621295e-05,TN
485,0,0,0.00019672294881675854,TN
486,0,0,0.0033400478132784594,TN
487,0,0,0.00013219796695341013,TN
488,0,0,0.00010812824952122388,TN
489,0,0,0.0001468064968760119,TN
490,0,0,3.8127101546106806e-05,TN
491,0,0,9.249231333089853e-05,TN
492,0,0,0.00018080874576816816,TN
493,0,0,2.5003939359108928e-05,TN
494,0,0,4.2705061209197926e-05,TN
495,0,0,0.00023449288071197152,TN
496,0,0,0.0008755220901593534,TN
497,0,0,0.00020428983985573522,TN
498,0,0,0.002182729395083417,TN
499,0,0,0.00015572720323389118,TN
500,0,0,0.00014506676895472664,TN
501,0,0,9.78706671068851e-05,TN
502,0,0,0.0002895728821369884,TN
503,0,0,9.536629688544735e-05,TN
504,0,0,0.00011756957857802071,TN
505,0,0,0.00020617470900338554,TN
506,0,0,0.00026502863763879517,TN
507,0,0,5.229632413119584e-05,TN
508,0,0,0.00023380563381033287,TN
509,0,0,0.00013025468493782367,TN
510,0,0,0.0001339974962679408,TN
511,0,0,0.00041271373063905576,TN
512,0,0,7.476812941744863e-05,TN
513,0,0,0.00021633093008673466,TN
514,0,0,0.0001719773136415875,TN
515,0,0,0.00041489773208223095,TN
516,0,0,0.00016277879900411917,TN
517,0,0,0.000756262465223785,TN
518,0,0,0.000740091786577744,TN
519,0,0,0.00014623397338985207,TN
520,0,0,2.9357029411210098e-05,TN
521,0,0,5.150512735149582e-05,TN
522,0,0,4.566573865623596e-05,TN
523,0,0,0.001922862691768261,TN
524,0,0,0.0017661495177691518,TN
525,0,0,0.00010853367648985139,TN
526,0,0,0.00032421574950628965,TN
527,0,0,5.946701410314889e-05,TN
528,0,0,7.072657346898527e-05,TN
529,0,0,6.597443790998631e-05,TN
530,0,0,0.0009994025342542393,TN
531,0,0,6.939590348417049e-05,TN
532,0,0,7.034916425030196e-05,TN
533,0,0,0.0010210701122617038,TN
534,0,0,5.25792798156598e-05,TN
535,0,0,4.637685653727673e-05,TN
536,0,0,8.607987020796362e-05,TN
537,0,0,0.0015749027835893108,TN
538,0,0,0.0003521632823746367,TN
539,0,0,0.00028582677634775153,TN
540,0,0,5.9974444146579404e-05,TN
541,0,0,0.0012419360056297136,TN
542,0,0,3.757010950935328e-05,TN
543,0,0,0.00012165670054104212,TN
544,0,0,1.052394963075296e-05,TN
545,0,0,1.9721245308563887e-05,TN
546,0,0,0.0001679261439055853,TN
547,0,0,0.0001598030736559628,TN
548,0,0,9.926166930985963e-05,TN
549,0,0,0.0001564738708850898,TN
550,0,0,0.003075830818506108,TN
551,0,0,0.0007918724174642697,TN
552,0,0,3.1073848406199277e-05,TN
553,0,0,0.0016234343220199894,TN
554,0,0,0.0011211899500437644,TN
555,0,0,0.00030161724583950816,TN
556,0,0,7.855719101375652e-05,TN
557,0,0,7.120835387328587e-05,TN
558,0,0,0.0003629834000892195,TN
559,0,0,0.0005436687077290125,TN
560,0,0,3.602815043506144e-05,TN
561,0,0,0.0002190463815923085,TN
562,0,0,0.00012395754918916437,TN
563,0,0,0.0003399202296089626,TN
564,0,0,0.0011199333540497923,TN
565,0,0,0.00016638193591266232,TN
566,0,0,0.00017016532898716846,TN
567,0,0,0.0001179563485589341,TN
568,0,0,6.806514081768087e-05,TN
569,0,0,0.00010860984309985919,TN
570,0,0,0.0005659222128942855,TN
571,0,0,4.409298263884081e-05,TN
572,0,0,0.00013515883511691762,TN
573,0,0,0.00019888950016818007,TN
574,0,0,0.0003698241387605669,TN
575,0,0,0.0001561281093778008,TN
576,0,0,0.00014870166167712222,TN
577,0,0,0.00010819890991667357,TN
578,0,0,0.0003346477302385175,TN
579,0,0,0.0027907126342434866,TN
580,0,0,0.00010243160730647247,TN
581,0,0,0.0001845607904528308,TN
582,0,0,0.00034338321892427444,TN
583,0,0,0.0001416493803903035,TN
584,0,0,2.5015462938383764e-05,TN
585,0,0,0.0003103653550800019,TN
586,0,0,0.00042039433109834496,TN
587,0,0,9.255306957484261e-05,TN
588,0,0,0.0004901590267093971,TN
589,0,0,0.00011077996446964654,TN
590,0,0,0.00013760323761546211,TN
591,0,0,5.1500138241013334e-05,TN
592,0,0,0.00031442609257026046,TN
593,0,0,0.00024689492456012757,TN
594,0,0,5.535007416697465e-05,TN
595,0,0,0.0012466046789281209,TN
596,0,0,0.00017333875021311105,TN
597,0,0,3.836779354077731e-05,TN
598,0,0,9.344474591277002e-05,TN
599,0,0,2.4808572702438845e-05,TN
600,0,0,0.00026109960441568215,TN
601,0,0,0.0008788257639859981,TN
602,0,0,6.400835994972285e-05,TN
603,0,0,0.0001500190396949739,TN
604,0,0,0.0001071126937181628,TN
605,0,0,9.560127304844244e-05,TN
606,0,0,3.554440503417974e-05,TN
607,0,0,7.416750320901131e-05,TN
608,0,0,0.0004436313348242418,TN
609,0,0,0.00018873097092675722,TN
610,0,0,3.846586491405232e-05,TN
611,0,0,0.00010241281224080358,TN
612,0,0,1.3676553624874246e-05,TN
613,0,0,2.8311807085869227e-05,TN
614,0,0,0.0001582317831280353,TN
615,0,0,0.000608167683403651,TN
616,0,0,0.002160111073618712,TN
617,0,0,0.0007497724178813941,TN
618,0,0,0.00020318427284687546,TN
619,0,0,9.747097441537979e-05,TN
620,0,0,0.000277362964743268,TN
621,0,0,0.0003649649216632407,TN
622,0,0,0.001641363207267848,TN
623,0,0,0.00025780011797172856,TN
624,0,0,2.155403747901844e-05,TN
625,0,0,0.0003662866564345866,TN
626,0,0,0.00010056537554085186,TN
627,0,0,0.00018234164547662455,TN
628,0,0,0.00014136820275170855,TN
629,0,0,5.85254339192105e-05,TN
630,0,0,0.0001425932787375761,TN
631,0,0,0.0002849166377581116,TN
632,0,0,0.0003216481966772724,TN
633,0,0,4.124561217445894e-05,TN
634,0,0,0.0007130302548096432,TN
635,0,0,0.00018779786785394858,TN
636,0,0,0.00022265897297798855,TN
637,0,0,9.663596966912153e-05,TN
638,0,0,4.7818773478144904e-05,TN
639,0,0,8.179115044346852e-05,TN
640,0,0,5.641989613158169e-05,TN
641,0,0,9.366619368075593e-05,TN
642,0,0,0.00020193275910879797,TN
643,0,0,0.00018656658860516454,TN
644,0,0,0.0005148878091658143,TN
645,0,0,0.0001923943434188399,TN
646,0,0,0.0008358658517617649,TN
647,0,0,0.00040985632842445186,TN
648,0,0,3.121455649176788e-05,TN
649,0,0,0.0001268765561572509,TN
650,0,0,8.734017280921419e-05,TN
651,0,0,0.00010978418478804992,TN
652,0,0,0.0012446747380413731,TN
653,0,0,0.0004429646368448977,TN
654,0,0,9.427954566135755e-05,TN
655,0,0,0.0005852727893465212,TN
656,0,0,0.27228908312982275,TN
657,0,0,0.0004057810003989259,TN
658,0,0,0.00018960921007132124,TN
659,0,0,0.00047524131132159264,TN
660,0,0,0.00017270622770021083,TN
661,0,0,0.0003875258532631656,TN
662,0,0,3.398534381183831e-05,TN
663,0,0,0.0008608656335774343,TN
664,0,0,0.0005019966171230844,TN
665,0,0,0.0011059003653479402,TN
666,0,0,0.00043713430687592625,TN
667,0,0,6.576763228154802e-05,TN
668,0,0,1.9982244537157877e-05,TN
669,0,0,4.085594777889251e-05,TN
670,0,0,0.00016571568294991505,TN
671,0,0,9.001499222499998e-05,TN
672,0,0,0.0005342977556326543,TN
673,0,0,6.032597134501692e-05,TN
674,0,0,6.22169053320609e-05,TN
675,0,0,3.974780219161477e-05,TN
676,0,0,0.0001025362913974414,TN
677,0,0,0.00021290043152891048,TN
678,0,0,1.864869290476668e-05,TN
679,0,0,0.00024319754889576343,TN
680,0,0,0.0012715893879668135,TN
681,0,0,0.0017011943029989196,TN
682,0,0,4.1714027604540975e-05,TN
683,0,0,4.799914646756701e-05,TN
684,0,0,0.0003028060229408408,TN
685,0,0,0.00010971203701631113,TN
686,0,0,0.00025623705448643433,TN
687,0,0,4.400990817382173e-05,TN
688,0,0,0.00013859244727700497,TN
689,0,0,6.546386249310902e-05,TN
690,0,0,0.00010438743500002912,TN
691,0,0,2.120107655925239e-05,TN
692,0,0,6.535447294620142e-05,TN
693,0,0,0.00012150306201730414,TN
694,0,0,7.76171746516032e-05,TN
695,0,0,4.538969380370675e-05,TN
696,0,0,0.00048626594903040883,TN
697,0,0,8.023283726631578e-05,TN
698,0,0,0.00010662259278898665,TN
699,0,0,0.0001278456264375104,TN
700,0,0,9.743600224403933e-05,TN
701,0,0,0.00038058287586317357,TN
702,0,0,1.730801762531277e-05,TN
703,0,0,1.792803802311197e-05,TN
704,0,0,3.219738680285499e-05,TN
705,0,0,9.880801909077462e-05,TN
706,0,0,0.0001824553893995824,TN
707,0,0,0.0002809575257259414,TN
708,0,0,0.00011972164567224321,TN
709,0,0,3.1354294914694355e-05,TN
710,0,0,0.0003913054984224436,TN
711,0,0,0.0005061936805577386,TN
712,0,0,2.4174527818062832e-05,TN
713,0,0,0.00017758187213512918,TN
714,0,0,0.000157708070359782,TN
715,0,0,0.00015778204776171933,TN
716,0,0,0.00017809547491211912,TN
717,0,0,0.0009105722432020437,TN
